userid,perroid,megusta,rated_date
42,475,1,2023-02-20 15:40:18.433-05
42,70,1,2023-02-20 15:40:18.436-05
42,341,1,2023-02-20 15:40:18.438-05
42,308,1,2023-02-20 15:40:18.441-05
44,376,5,2023-02-20 15:41:43.739-05
44,447,1,2023-02-20 15:41:43.753-05
44,30,5,2023-02-20 15:41:43.756-05
44,280,5,2023-02-20 15:41:43.759-05
44,35,1,2023-02-20 15:41:43.761-05
44,358,5,2023-02-20 15:41:43.764-05
44,71,1,2023-02-20 15:41:43.766-05
44,283,5,2023-02-20 15:41:43.769-05
44,303,5,2023-02-20 15:41:43.772-05
44,325,1,2023-02-20 15:41:43.774-05
44,73,1,2023-02-20 15:41:43.776-05
44,200,5,2023-02-20 15:41:43.779-05
44,300,5,2023-02-20 15:42:05.016-05
44,171,5,2023-02-20 15:42:18.101-05
44,179,5,2023-02-20 15:42:23.828-05
44,277,5,2023-02-20 15:42:31.658-05
44,181,5,2023-02-20 15:42:35.498-05
44,213,5,2023-02-20 15:42:41.992-05
44,1,5,2023-02-20 15:42:52.643-05
44,136,5,2023-02-20 15:43:09.982-05
44,175,5,2023-02-20 15:43:21.514-05
44,2,5,2023-02-20 15:43:30.226-05
44,228,1,2023-02-20 15:43:42.459-05
44,101,1,2023-02-20 15:43:42.474-05
44,360,5,2023-02-20 15:44:18.859-05
44,78,5,2023-02-20 15:44:26.02-05
44,205,5,2023-02-20 15:44:34.713-05
44,296,5,2023-02-20 15:44:40.475-05
45,172,5,2023-02-20 15:47:08.183-05
45,330,1,2023-02-20 15:47:08.201-05
45,329,1,2023-02-20 15:47:08.206-05
45,439,1,2023-02-20 15:47:08.21-05
45,401,1,2023-02-20 15:47:08.214-05
45,483,1,2023-02-20 15:47:08.218-05
45,96,5,2023-02-20 15:47:08.221-05
45,149,1,2023-02-20 15:47:08.224-05
45,121,5,2023-02-20 15:47:08.228-05
45,40,5,2023-02-20 15:47:08.232-05
45,473,1,2023-02-20 15:47:08.237-05
45,17,5,2023-02-20 15:47:08.241-05
45,27,5,2023-02-20 15:47:29.642-05
45,446,5,2023-02-20 15:47:52.019-05
46,54,1,2023-02-20 15:53:03.863-05
46,280,5,2023-02-20 15:53:03.88-05
46,343,5,2023-02-20 15:53:03.885-05
46,291,5,2023-02-20 15:53:03.889-05
46,366,5,2023-02-20 15:53:03.894-05
46,180,5,2023-02-20 15:53:03.898-05
46,391,5,2023-02-20 15:53:03.901-05
46,171,5,2023-02-20 15:53:03.906-05
46,187,5,2023-02-20 15:53:03.91-05
46,124,5,2023-02-20 15:53:03.913-05
46,126,5,2023-02-20 15:53:03.918-05
46,360,5,2023-02-20 15:53:03.922-05
46,69,5,2023-02-20 15:53:13.402-05
46,327,5,2023-02-20 15:53:15.25-05
46,59,5,2023-02-20 15:53:22.384-05
46,447,5,2023-02-20 15:53:35.695-05
46,359,5,2023-02-20 15:53:45.724-05
43,204,1,2023-02-20 16:07:03.656-05
46,151,5,2023-02-20 15:53:56.254-05
46,100,5,2023-02-20 15:54:00.906-05
46,480,5,2023-02-20 15:54:03.787-05
46,65,5,2023-02-20 15:54:07.394-05
46,332,1,2023-02-20 15:54:11.081-05
46,64,1,2023-02-20 15:54:11.097-05
46,84,1,2023-02-20 15:54:11.102-05
46,181,5,2023-02-20 15:54:17.597-05
46,352,5,2023-02-20 15:54:18.977-05
46,119,5,2023-02-20 15:54:29.462-05
46,268,5,2023-02-20 15:54:31.25-05
46,138,5,2023-02-20 15:54:33.02-05
46,459,5,2023-02-20 15:54:35.565-05
46,165,5,2023-02-20 15:54:50.372-05
46,460,1,2023-02-20 15:55:09.408-05
46,249,1,2023-02-20 15:55:09.423-05
46,91,1,2023-02-20 15:55:09.428-05
46,341,1,2023-02-20 15:55:09.432-05
46,104,1,2023-02-20 15:55:09.436-05
46,395,5,2023-02-20 15:55:14.566-05
46,223,5,2023-02-20 15:55:17.208-05
46,53,5,2023-02-20 15:55:20.09-05
46,162,5,2023-02-20 15:55:24.736-05
46,200,5,2023-02-20 15:55:31.052-05
46,272,5,2023-02-20 15:55:32.968-05
46,246,5,2023-02-20 15:55:35.726-05
46,357,5,2023-02-20 15:55:38.337-05
47,443,5,2023-02-20 15:55:40.929-05
47,466,5,2023-02-20 15:55:40.943-05
47,46,5,2023-02-20 15:55:40.946-05
47,106,5,2023-02-20 15:55:40.948-05
47,445,5,2023-02-20 15:55:40.951-05
47,44,5,2023-02-20 15:55:40.953-05
47,341,5,2023-02-20 15:55:40.955-05
47,474,5,2023-02-20 15:55:40.957-05
47,92,5,2023-02-20 15:55:40.959-05
47,235,5,2023-02-20 15:55:40.962-05
47,417,1,2023-02-20 15:55:40.964-05
47,281,1,2023-02-20 15:55:40.966-05
46,58,5,2023-02-20 15:55:41.006-05
46,209,5,2023-02-20 15:55:43.415-05
47,380,5,2023-02-20 15:56:20.72-05
47,472,5,2023-02-20 15:56:23.015-05
47,174,5,2023-02-20 15:56:27.57-05
47,20,5,2023-02-20 15:56:33.674-05
47,435,1,2023-02-20 15:56:42.035-05
47,18,1,2023-02-20 15:56:42.05-05
47,127,1,2023-02-20 15:56:42.055-05
47,128,1,2023-02-20 15:56:42.059-05
47,96,1,2023-02-20 15:56:42.063-05
47,107,1,2023-02-20 15:56:42.066-05
47,475,1,2023-02-20 15:56:42.069-05
47,152,1,2023-02-20 15:56:42.072-05
47,12,5,2023-02-20 15:56:48.167-05
47,22,5,2023-02-20 15:56:55.283-05
47,68,5,2023-02-20 15:57:02.106-05
43,295,5,2023-02-20 16:04:42.336-05
43,123,1,2023-02-20 16:04:42.68-05
43,186,1,2023-02-20 16:04:42.693-05
43,53,1,2023-02-20 16:04:42.698-05
43,262,1,2023-02-20 16:04:42.704-05
43,213,1,2023-02-20 16:04:42.709-05
43,59,1,2023-02-20 16:04:42.714-05
43,63,1,2023-02-20 16:04:42.718-05
43,125,1,2023-02-20 16:04:42.722-05
43,65,1,2023-02-20 16:04:42.726-05
43,68,1,2023-02-20 16:04:42.73-05
43,160,1,2023-02-20 16:04:42.734-05
43,292,5,2023-02-20 16:05:21.111-05
43,241,5,2023-02-20 16:05:21.126-05
43,250,5,2023-02-20 16:05:21.129-05
43,353,5,2023-02-20 16:05:21.132-05
43,212,5,2023-02-20 16:05:21.136-05
43,449,5,2023-02-20 16:05:21.138-05
43,69,5,2023-02-20 16:05:21.141-05
43,294,5,2023-02-20 16:05:21.144-05
43,57,5,2023-02-20 16:05:21.146-05
43,254,5,2023-02-20 16:05:21.149-05
43,452,5,2023-02-20 16:05:21.151-05
43,167,5,2023-02-20 16:05:21.153-05
43,9,1,2023-02-20 16:06:15.689-05
43,459,1,2023-02-20 16:06:15.703-05
43,176,1,2023-02-20 16:06:15.707-05
43,67,1,2023-02-20 16:06:15.711-05
43,15,1,2023-02-20 16:06:15.714-05
43,174,1,2023-02-20 16:06:15.718-05
43,202,1,2023-02-20 16:06:15.722-05
43,221,1,2023-02-20 16:06:15.726-05
43,126,1,2023-02-20 16:06:15.73-05
43,252,1,2023-02-20 16:06:15.734-05
43,207,1,2023-02-20 16:06:15.737-05
43,426,1,2023-02-20 16:06:15.74-05
43,88,1,2023-02-20 16:06:34.578-05
43,395,1,2023-02-20 16:06:34.594-05
43,424,1,2023-02-20 16:06:34.598-05
43,195,1,2023-02-20 16:06:34.603-05
43,251,1,2023-02-20 16:06:34.608-05
43,157,1,2023-02-20 16:06:34.612-05
43,200,1,2023-02-20 16:06:34.617-05
43,205,1,2023-02-20 16:06:34.62-05
43,442,1,2023-02-20 16:06:34.624-05
43,156,1,2023-02-20 16:06:34.628-05
43,230,1,2023-02-20 16:06:34.63-05
43,277,1,2023-02-20 16:06:34.633-05
43,478,1,2023-02-20 16:06:52.441-05
43,209,1,2023-02-20 16:06:52.457-05
43,352,1,2023-02-20 16:06:52.461-05
43,346,1,2023-02-20 16:06:52.465-05
43,136,1,2023-02-20 16:06:52.469-05
43,438,1,2023-02-20 16:06:52.473-05
43,217,1,2023-02-20 16:06:52.477-05
43,429,1,2023-02-20 16:06:52.482-05
43,162,1,2023-02-20 16:06:52.485-05
43,111,1,2023-02-20 16:06:52.488-05
43,348,1,2023-02-20 16:06:52.49-05
43,268,1,2023-02-20 16:06:52.492-05
43,272,1,2023-02-20 16:07:03.636-05
43,343,1,2023-02-20 16:07:03.652-05
43,285,1,2023-02-20 16:07:03.66-05
43,100,1,2023-02-20 16:07:03.664-05
43,149,1,2023-02-20 16:07:03.668-05
43,218,1,2023-02-20 16:07:03.676-05
43,219,1,2023-02-20 16:07:03.68-05
43,414,1,2023-02-20 16:07:03.683-05
43,354,1,2023-02-20 16:07:03.687-05
43,93,1,2023-02-20 16:07:03.69-05
43,179,1,2023-02-20 16:07:03.693-05
43,303,1,2023-02-20 16:07:13.961-05
43,287,1,2023-02-20 16:07:13.975-05
43,55,1,2023-02-20 16:07:13.979-05
43,246,1,2023-02-20 16:07:13.983-05
43,1,1,2023-02-20 16:07:13.987-05
43,408,1,2023-02-20 16:07:13.99-05
43,434,1,2023-02-20 16:07:13.994-05
43,264,1,2023-02-20 16:07:13.998-05
43,423,1,2023-02-20 16:07:14.002-05
43,463,1,2023-02-20 16:07:14.006-05
43,282,1,2023-02-20 16:07:14.01-05
43,95,1,2023-02-20 16:07:14.014-05
43,233,1,2023-02-20 16:07:31.475-05
43,178,1,2023-02-20 16:07:31.49-05
43,211,1,2023-02-20 16:07:31.494-05
43,276,1,2023-02-20 16:07:31.498-05
43,275,1,2023-02-20 16:07:31.502-05
43,133,1,2023-02-20 16:07:31.505-05
43,391,1,2023-02-20 16:07:31.51-05
43,415,1,2023-02-20 16:07:31.514-05
43,192,1,2023-02-20 16:07:31.517-05
43,283,1,2023-02-20 16:07:31.521-05
43,257,1,2023-02-20 16:07:31.524-05
43,184,1,2023-02-20 16:07:31.529-05
43,226,1,2023-02-20 16:07:44.741-05
43,32,1,2023-02-20 16:07:44.755-05
43,356,1,2023-02-20 16:07:44.759-05
43,361,1,2023-02-20 16:07:44.762-05
43,477,1,2023-02-20 16:07:44.766-05
43,163,1,2023-02-20 16:07:44.769-05
43,366,1,2023-02-20 16:07:44.773-05
43,165,1,2023-02-20 16:07:44.776-05
43,58,1,2023-02-20 16:07:44.78-05
43,383,1,2023-02-20 16:07:44.783-05
43,362,1,2023-02-20 16:07:44.787-05
43,441,1,2023-02-20 16:07:44.79-05
43,155,1,2023-02-20 16:08:05.536-05
43,267,1,2023-02-20 16:08:05.548-05
43,291,1,2023-02-20 16:08:05.553-05
43,122,1,2023-02-20 16:08:05.557-05
43,371,1,2023-02-20 16:08:05.561-05
43,201,1,2023-02-20 16:08:05.565-05
43,422,1,2023-02-20 16:08:05.568-05
43,261,1,2023-02-20 16:08:05.572-05
43,161,1,2023-02-20 16:08:05.574-05
43,29,1,2023-02-20 16:08:05.577-05
43,166,1,2023-02-20 16:08:05.579-05
43,255,1,2023-02-20 16:08:05.581-05
43,288,1,2023-02-20 16:08:13.394-05
43,324,1,2023-02-20 16:08:13.409-05
43,220,1,2023-02-20 16:08:13.414-05
43,139,1,2023-02-20 16:08:13.417-05
43,347,1,2023-02-20 16:08:13.42-05
43,141,1,2023-02-20 16:08:13.422-05
43,137,1,2023-02-20 16:08:13.425-05
43,187,1,2023-02-20 16:08:13.428-05
43,215,1,2023-02-20 16:08:13.431-05
43,270,1,2023-02-20 16:08:13.434-05
43,216,1,2023-02-20 16:08:13.437-05
43,171,1,2023-02-20 16:08:13.439-05
10,165,1,2023-02-20 16:08:56.487-05
10,282,1,2023-02-20 16:08:56.502-05
10,287,1,2023-02-20 16:08:56.506-05
10,295,1,2023-02-20 16:08:56.509-05
10,212,1,2023-02-20 16:08:56.513-05
10,258,1,2023-02-20 16:08:56.518-05
10,253,1,2023-02-20 16:08:56.522-05
10,122,1,2023-02-20 16:08:56.526-05
10,372,1,2023-02-20 16:08:56.53-05
10,395,1,2023-02-20 16:08:56.533-05
10,220,1,2023-02-20 16:08:56.537-05
10,291,1,2023-02-20 16:08:56.54-05
10,171,1,2023-02-20 16:09:05.279-05
10,325,1,2023-02-20 16:09:05.285-05
10,134,1,2023-02-20 16:09:05.289-05
10,276,1,2023-02-20 16:09:05.293-05
10,355,1,2023-02-20 16:09:05.297-05
10,88,1,2023-02-20 16:09:05.301-05
10,159,1,2023-02-20 16:09:05.305-05
10,1,1,2023-02-20 16:09:05.309-05
10,275,1,2023-02-20 16:09:05.313-05
10,449,1,2023-02-20 16:09:05.316-05
10,420,1,2023-02-20 16:09:05.319-05
10,186,1,2023-02-20 16:09:05.323-05
10,391,1,2023-02-20 16:09:12.976-05
10,95,1,2023-02-20 16:09:12.981-05
10,227,1,2023-02-20 16:09:12.985-05
10,241,1,2023-02-20 16:09:12.989-05
10,299,1,2023-02-20 16:09:12.993-05
10,216,1,2023-02-20 16:09:12.997-05
10,270,1,2023-02-20 16:09:13-05
10,226,1,2023-02-20 16:09:13.003-05
10,424,1,2023-02-20 16:09:13.007-05
10,176,1,2023-02-20 16:09:13.012-05
10,255,1,2023-02-20 16:09:13.016-05
10,188,1,2023-02-20 16:09:13.02-05
10,277,1,2023-02-20 16:09:20.52-05
10,423,1,2023-02-20 16:09:20.534-05
10,189,1,2023-02-20 16:09:20.538-05
10,271,1,2023-02-20 16:09:20.541-05
10,170,1,2023-02-20 16:09:20.544-05
10,307,1,2023-02-20 16:09:20.548-05
10,225,1,2023-02-20 16:09:20.551-05
10,352,1,2023-02-20 16:09:20.554-05
10,383,1,2023-02-20 16:09:20.557-05
10,219,1,2023-02-20 16:09:20.561-05
10,157,1,2023-02-20 16:09:20.565-05
10,230,1,2023-02-20 16:09:20.568-05
10,9,1,2023-02-20 16:09:28.901-05
10,272,1,2023-02-20 16:09:28.915-05
10,286,1,2023-02-20 16:09:28.918-05
10,422,1,2023-02-20 16:09:28.921-05
10,181,1,2023-02-20 16:09:28.925-05
10,288,1,2023-02-20 16:09:28.928-05
10,58,1,2023-02-20 16:09:28.93-05
10,452,1,2023-02-20 16:09:28.935-05
10,357,1,2023-02-20 16:09:28.937-05
10,360,1,2023-02-20 16:09:28.94-05
10,202,1,2023-02-20 16:09:28.943-05
10,411,1,2023-02-20 16:09:28.946-05
10,235,1,2023-02-20 16:09:36.878-05
10,343,1,2023-02-20 16:09:36.892-05
10,296,1,2023-02-20 16:09:36.896-05
10,453,1,2023-02-20 16:09:36.9-05
10,137,1,2023-02-20 16:09:36.904-05
10,218,1,2023-02-20 16:09:36.908-05
10,201,1,2023-02-20 16:09:36.911-05
10,294,1,2023-02-20 16:09:36.914-05
10,347,1,2023-02-20 16:09:36.917-05
10,57,1,2023-02-20 16:09:36.92-05
10,228,1,2023-02-20 16:09:36.922-05
10,354,1,2023-02-20 16:09:36.925-05
10,324,1,2023-02-20 16:09:46.606-05
10,417,1,2023-02-20 16:09:46.621-05
10,156,1,2023-02-20 16:09:46.625-05
10,164,1,2023-02-20 16:09:46.629-05
10,246,1,2023-02-20 16:09:46.632-05
10,59,1,2023-02-20 16:09:46.636-05
10,434,1,2023-02-20 16:09:46.639-05
10,477,1,2023-02-20 16:09:46.642-05
10,191,1,2023-02-20 16:09:46.645-05
10,441,1,2023-02-20 16:09:46.647-05
10,356,1,2023-02-20 16:09:46.649-05
10,217,1,2023-02-20 16:09:46.651-05
10,238,1,2023-02-20 16:09:54.55-05
10,426,1,2023-02-20 16:09:54.565-05
10,124,1,2023-02-20 16:09:54.569-05
10,292,1,2023-02-20 16:09:54.572-05
10,353,1,2023-02-20 16:09:54.576-05
10,250,1,2023-02-20 16:09:54.58-05
10,463,1,2023-02-20 16:09:54.584-05
10,187,1,2023-02-20 16:09:54.588-05
10,264,1,2023-02-20 16:09:54.591-05
10,243,1,2023-02-20 16:09:54.595-05
10,267,1,2023-02-20 16:09:54.598-05
10,100,1,2023-02-20 16:09:54.602-05
10,208,1,2023-02-20 16:10:05.122-05
10,285,1,2023-02-20 16:10:05.133-05
10,459,1,2023-02-20 16:10:05.136-05
10,261,1,2023-02-20 16:10:05.138-05
10,207,1,2023-02-20 16:10:05.14-05
10,205,1,2023-02-20 16:10:05.143-05
10,60,1,2023-02-20 16:10:05.145-05
10,192,1,2023-02-20 16:10:05.147-05
10,162,1,2023-02-20 16:10:05.149-05
10,366,1,2023-02-20 16:10:05.152-05
10,382,1,2023-02-20 16:10:05.154-05
10,262,1,2023-02-20 16:10:05.156-05
48,460,1,2023-02-20 17:56:03.533-05
48,294,1,2023-02-20 17:56:03.555-05
48,129,5,2023-02-20 17:56:03.559-05
48,61,5,2023-02-20 17:56:03.564-05
48,198,5,2023-02-20 17:56:03.568-05
48,128,1,2023-02-20 17:56:03.572-05
48,39,1,2023-02-20 17:56:03.576-05
48,445,5,2023-02-20 17:56:03.58-05
48,32,5,2023-02-20 17:56:03.584-05
48,34,5,2023-02-20 17:56:03.587-05
48,98,5,2023-02-20 17:56:03.591-05
48,174,5,2023-02-20 17:56:03.594-05
49,49,1,2023-02-20 22:03:52.561-05
49,28,1,2023-02-20 22:03:52.582-05
49,18,5,2023-02-20 22:03:52.586-05
49,17,5,2023-02-20 22:03:52.59-05
49,379,5,2023-02-20 22:03:52.594-05
49,444,5,2023-02-20 22:03:52.599-05
49,473,5,2023-02-20 22:03:52.602-05
49,416,1,2023-02-20 22:03:52.605-05
49,46,5,2023-02-20 22:03:52.608-05
49,96,5,2023-02-20 22:03:52.61-05
49,101,5,2023-02-20 22:03:52.613-05
49,419,5,2023-02-20 22:03:52.615-05
49,443,5,2023-02-20 22:04:15.572-05
49,168,5,2023-02-20 22:04:21.935-05
49,474,5,2023-02-20 22:04:33.537-05
49,290,1,2023-02-20 22:04:45.88-05
49,14,1,2023-02-20 22:04:45.895-05
49,150,1,2023-02-20 22:04:45.9-05
49,45,1,2023-02-20 22:04:45.904-05
49,40,1,2023-02-20 22:04:45.906-05
49,445,1,2023-02-20 22:04:45.909-05
49,135,1,2023-02-20 22:04:45.912-05
49,25,1,2023-02-20 22:04:45.914-05
49,12,1,2023-02-20 22:04:45.917-05
51,39,5,2023-02-20 22:14:08.945-05
51,119,5,2023-02-20 22:14:08.96-05
51,416,5,2023-02-20 22:14:08.964-05
51,292,5,2023-02-20 22:14:08.966-05
51,225,1,2023-02-20 22:14:08.969-05
51,74,5,2023-02-20 22:14:08.971-05
51,191,5,2023-02-20 22:14:08.973-05
51,75,5,2023-02-20 22:14:08.975-05
51,84,5,2023-02-20 22:14:08.977-05
51,161,5,2023-02-20 22:14:08.979-05
51,223,5,2023-02-20 22:14:08.981-05
51,241,5,2023-02-20 22:14:08.984-05
51,59,5,2023-02-20 22:14:31.137-05
51,165,5,2023-02-20 22:14:35.71-05
51,209,5,2023-02-20 22:14:39.026-05
51,234,5,2023-02-20 22:14:41.36-05
51,252,5,2023-02-20 22:14:44.159-05
51,281,5,2023-02-20 22:14:46.825-05
51,383,5,2023-02-20 22:14:49.004-05
51,277,5,2023-02-20 22:14:55.838-05
51,181,5,2023-02-20 22:14:58.633-05
51,207,5,2023-02-20 22:15:01.174-05
51,340,1,2023-02-20 22:15:03.995-05
51,61,1,2023-02-20 22:15:04.01-05
51,441,5,2023-02-20 22:15:08.741-05
51,66,5,2023-02-20 22:15:12.552-05
51,245,5,2023-02-20 22:15:15.302-05
51,139,5,2023-02-20 22:15:21.025-05
51,211,5,2023-02-20 22:15:24.375-05
51,189,5,2023-02-20 22:15:27.318-05
51,107,5,2023-02-20 22:15:29.506-05
51,87,5,2023-02-20 22:15:32.091-05
51,187,5,2023-02-20 22:15:37.92-05
51,273,5,2023-02-20 22:15:39.763-05
51,332,1,2023-02-20 22:15:41.822-05
51,131,1,2023-02-20 22:15:41.837-05
51,130,5,2023-02-20 22:15:46.148-05
51,114,5,2023-02-20 22:15:48.002-05
51,307,5,2023-02-20 22:15:50.241-05
51,125,5,2023-02-20 22:15:53.099-05
51,287,5,2023-02-20 22:15:54.886-05
51,290,5,2023-02-20 22:15:58.107-05
51,360,5,2023-02-20 22:15:59.61-05
51,276,5,2023-02-20 22:16:01.357-05
51,30,5,2023-02-20 22:16:03.544-05
51,447,5,2023-02-20 22:16:05.787-05
51,17,5,2023-02-20 22:16:07.513-05
51,242,1,2023-02-20 22:21:05.234-05
51,413,5,2023-02-20 22:21:10.092-05
51,282,5,2023-02-20 22:21:12.611-05
51,72,5,2023-02-20 22:21:15.204-05
51,20,5,2023-02-20 22:21:19.011-05
51,117,5,2023-02-20 22:21:20.498-05
51,437,5,2023-02-20 22:21:23.086-05
51,188,5,2023-02-20 22:21:24.589-05
51,449,5,2023-02-20 22:21:28.038-05
51,396,5,2023-02-20 22:21:30.307-05
51,203,5,2023-02-20 22:21:32.059-05
52,303,1,2023-02-20 22:33:09.048-05
52,442,1,2023-02-20 22:33:09.051-05
52,453,1,2023-02-20 22:33:09.054-05
52,281,1,2023-02-20 22:33:09.057-05
52,101,1,2023-02-20 22:33:09.059-05
52,466,1,2023-02-20 22:33:09.062-05
52,278,1,2023-02-20 22:33:09.065-05
52,96,1,2023-02-20 22:33:48.251-05
52,189,1,2023-02-20 22:33:48.266-05
52,480,1,2023-02-20 22:33:48.271-05
52,347,1,2023-02-20 22:33:48.275-05
52,93,1,2023-02-20 22:33:48.278-05
52,474,1,2023-02-20 22:33:48.282-05
52,28,5,2023-02-20 22:32:50.263-05
52,18,5,2023-02-20 22:32:50.277-05
52,135,1,2023-02-20 22:32:50.282-05
52,446,5,2023-02-20 22:32:50.286-05
52,32,5,2023-02-20 22:32:50.29-05
52,444,5,2023-02-20 22:32:50.293-05
52,20,5,2023-02-20 22:32:50.296-05
52,57,5,2023-02-20 22:32:50.298-05
52,360,1,2023-02-20 22:32:50.301-05
52,99,1,2023-02-20 22:32:50.303-05
52,282,1,2023-02-20 22:32:50.305-05
52,239,1,2023-02-20 22:33:48.286-05
52,27,1,2023-02-20 22:33:48.291-05
52,293,5,2023-02-20 22:32:50.312-05
52,46,1,2023-02-20 22:33:09.026-05
52,15,1,2023-02-20 22:33:09.032-05
52,452,1,2023-02-20 22:33:09.036-05
52,220,1,2023-02-20 22:33:09.04-05
52,40,1,2023-02-20 22:33:09.044-05
52,44,1,2023-02-20 22:33:48.295-05
52,478,1,2023-02-20 22:33:48.299-05
52,208,1,2023-02-20 22:33:48.303-05
52,13,1,2023-02-20 22:33:48.307-05
52,472,1,2023-02-20 22:33:55.844-05
52,267,1,2023-02-20 22:33:55.859-05
52,463,1,2023-02-20 22:33:55.863-05
52,17,1,2023-02-20 22:33:55.867-05
52,12,1,2023-02-20 22:33:55.871-05
52,283,1,2023-02-20 22:33:55.874-05
52,134,1,2023-02-20 22:33:55.878-05
52,419,1,2023-02-20 22:33:55.882-05
52,294,1,2023-02-20 22:33:55.885-05
52,195,1,2023-02-20 22:33:55.89-05
52,441,1,2023-02-20 22:33:55.894-05
52,473,1,2023-02-20 22:33:55.899-05
52,196,1,2023-02-20 22:34:03.655-05
52,14,1,2023-02-20 22:34:03.669-05
52,416,1,2023-02-20 22:34:03.674-05
52,126,1,2023-02-20 22:34:03.677-05
52,290,1,2023-02-20 22:34:03.679-05
52,380,1,2023-02-20 22:34:03.682-05
52,379,1,2023-02-20 22:34:03.684-05
52,436,1,2023-02-20 22:34:03.688-05
52,53,1,2023-02-20 22:34:03.693-05
52,286,1,2023-02-20 22:34:03.696-05
52,58,1,2023-02-20 22:34:03.7-05
52,241,1,2023-02-20 22:34:03.705-05
53,111,5,2023-02-21 08:56:55.211-05
53,68,1,2023-02-21 08:56:55.228-05
53,146,1,2023-02-21 08:56:55.233-05
53,69,5,2023-02-21 08:56:55.237-05
53,213,5,2023-02-21 08:56:55.242-05
53,63,1,2023-02-21 08:56:55.246-05
53,62,1,2023-02-21 08:56:55.25-05
53,215,5,2023-02-21 08:56:55.253-05
53,174,1,2023-02-21 08:56:55.258-05
53,421,5,2023-02-21 08:56:55.262-05
53,157,1,2023-02-21 08:56:55.266-05
53,190,5,2023-02-21 08:56:55.27-05
53,197,1,2023-02-21 08:57:55.61-05
53,410,1,2023-02-21 08:57:55.624-05
53,193,1,2023-02-21 08:57:55.628-05
53,438,1,2023-02-21 08:57:55.631-05
53,480,1,2023-02-21 08:57:55.634-05
53,126,1,2023-02-21 08:57:55.636-05
53,358,1,2023-02-21 08:57:55.639-05
53,149,1,2023-02-21 08:57:55.641-05
53,192,1,2023-02-21 08:57:55.643-05
53,235,1,2023-02-21 08:57:55.645-05
53,152,1,2023-02-21 08:57:55.647-05
53,70,1,2023-02-21 08:57:55.649-05
53,411,1,2023-02-21 08:58:05.243-05
53,88,1,2023-02-21 08:58:05.258-05
53,345,1,2023-02-21 08:58:05.262-05
53,203,1,2023-02-21 08:58:05.266-05
53,191,1,2023-02-21 08:58:05.271-05
53,184,1,2023-02-21 08:58:05.274-05
53,392,1,2023-02-21 08:58:05.278-05
53,366,1,2023-02-21 08:58:05.282-05
53,408,1,2023-02-21 08:58:05.285-05
53,425,1,2023-02-21 08:58:05.289-05
53,371,1,2023-02-21 08:58:05.294-05
53,295,1,2023-02-21 08:58:05.298-05
54,15,1,2023-02-21 10:44:35.487-05
54,55,1,2023-02-21 10:44:35.506-05
54,256,1,2023-02-21 10:44:35.508-05
54,53,1,2023-02-21 10:44:35.511-05
54,443,1,2023-02-21 10:44:35.513-05
54,134,1,2023-02-21 10:44:35.516-05
54,220,1,2023-02-21 10:44:35.519-05
54,242,1,2023-02-21 10:44:35.521-05
54,361,1,2023-02-21 10:44:35.523-05
54,126,1,2023-02-21 10:44:35.526-05
54,474,1,2023-02-21 10:44:35.528-05
54,281,1,2023-02-21 10:44:35.53-05
29,256,5,2023-02-22 10:36:53.04-05
61,140,1,2023-02-23 15:56:20.165-05
29,17,5,2023-02-22 10:36:53.328-05
29,22,5,2023-02-22 10:36:53.349-05
29,475,5,2023-02-22 10:37:05.736-05
29,294,5,2023-02-22 10:37:10.935-05
29,442,5,2023-02-22 10:37:12.557-05
58,279,1,2023-02-23 11:19:52.839-05
58,308,1,2023-02-23 11:19:52.851-05
58,5,1,2023-02-23 11:19:52.855-05
58,17,1,2023-02-23 11:19:52.858-05
58,175,1,2023-02-23 11:19:52.861-05
58,427,1,2023-02-23 11:19:52.864-05
58,102,1,2023-02-23 11:19:52.866-05
58,18,1,2023-02-23 11:19:52.869-05
58,419,1,2023-02-23 11:19:52.871-05
58,46,1,2023-02-23 11:19:52.873-05
58,151,1,2023-02-23 11:19:52.875-05
58,416,1,2023-02-23 11:19:52.878-05
58,116,1,2023-02-23 11:20:53.96-05
58,43,1,2023-02-23 11:20:53.974-05
58,112,1,2023-02-23 11:20:53.977-05
58,28,1,2023-02-23 11:20:53.98-05
58,14,1,2023-02-23 11:20:53.984-05
58,4,1,2023-02-23 11:20:53.986-05
58,94,1,2023-02-23 11:20:53.989-05
58,473,1,2023-02-23 11:20:53.992-05
58,380,1,2023-02-23 11:20:53.996-05
58,467,1,2023-02-23 11:20:53.999-05
58,263,1,2023-02-23 11:20:54.003-05
58,194,1,2023-02-23 11:20:54.006-05
60,224,1,2023-02-23 15:46:36.169-05
60,256,5,2023-02-23 15:46:38.949-05
60,289,5,2023-02-23 15:46:42.316-05
60,112,5,2023-02-23 15:46:49.111-05
61,387,5,2023-02-23 15:56:20.172-05
61,404,1,2023-02-23 15:56:20.175-05
61,207,1,2023-02-23 15:56:20.177-05
61,299,1,2023-02-23 15:56:20.18-05
61,212,5,2023-02-23 15:56:20.182-05
61,447,5,2023-02-23 15:56:20.184-05
61,52,1,2023-02-23 15:56:20.187-05
61,15,1,2023-02-23 15:56:20.189-05
61,352,5,2023-02-23 15:56:20.192-05
61,112,1,2023-02-23 15:56:20.197-05
61,282,1,2023-02-23 15:56:20.199-05
61,272,5,2023-02-23 15:59:43.508-05
